Record Length,1.024000e+03,,          0.00000, -38.18970,
Sample Interval,1.233033e+02,,        123.30335, -36.98970,
Trigger Point,-0.000000000000e+00,,        246.60669, -41.38970,
,,,        369.91004, -46.58970,
,,,        493.21338, -47.38970,
,,,        616.51673, -36.18970,
Source,FFT,,        739.82008,  -9.38970,
Vertical Units,dB,,        863.12342,  -1.38970,
Vertical Scale,1.000000e+01,,        986.42677,  -0.58970,
Vertical Offset,0.000000e+00,,       1109.73011,  -0.98970,
Horizontal Units,Hz,,       1233.03346,  -6.58970,
Horizontal Scale,1.262626e+04,,       1356.33681, -33.78970,
Pt Fmt,Y,,       1479.64015, -47.38970,
Yzero,-2.698970e+01,,       1602.94350, -46.98970,
Probe Atten,1.000000e+00,,       1726.24684, -60.58970,
Model Number,TBS1072B-EDU,,       1849.55019, -51.38970,
Serial Number,C012918,,       1972.85354, -53.38970,
Firmware Version,FV:v4.06,,       2096.15688, -50.98970,
,,,2219.46023, -66.98970,
,,,2342.76358, -47.78970,
,,,2466.06693, -48.18970,
,,,2589.37028, -40.18970,
,,,2712.67363, -22.58970,
,,,2835.97698, -11.78970,
,,,2959.28033, -10.18970,
,,,3082.58368, -10.18970,
,,,3205.88703, -14.18970,
,,,3329.19038, -30.98970,
,,,3452.49373, -47.38970,
,,,3575.79708, -46.18970,
,,,3699.10043, -53.38970,
,,,3822.40378, -52.18970,
,,,3945.70713, -50.58970,
,,,4069.01048, -48.58970,
,,,4192.31383, -53.38970,
,,,4315.61718, -49.78970,
,,,4438.92053, -48.18970,
,,,4562.22388, -43.38970,
,,,4685.52723, -32.58970,
,,,4808.83058, -17.78970,
,,,4932.13393, -14.98970,
,,,5055.43728, -14.98970,
,,,5178.74063, -16.98970,
,,,5302.04398, -29.38970,
,,,5425.34733, -47.78970,
,,,5548.65068, -46.58970,
,,,5671.95403, -52.18970,
,,,5795.25738, -54.98970,
,,,5918.56073, -51.38970,
,,,6041.86408, -50.98970,
,,,6165.16743, -52.98970,
,,,6288.47078, -51.78970,
,,,6411.77413, -47.78970,
,,,6535.07748, -45.78970,
,,,6658.38083, -44.58970,
,,,6781.68418, -22.58970,
,,,6904.98753, -17.78970,
,,,7028.29088, -17.78970,
,,,7151.59423, -18.98970,
,,,7274.89758, -27.78970,
,,,7398.20093, -48.98970,
,,,7521.50428, -46.18970,
,,,7644.80763, -48.58970,
,,,7768.11098, -53.38970,
,,,7891.41433, -50.58970,
,,,8014.71768, -48.98970,
,,,8138.02103, -50.98970,
,,,8261.32438, -53.38970,
,,,8384.62773, -46.18970,
,,,8507.93108, -46.58970,
,,,8631.23443, -47.78970,
,,,8754.53778, -26.98970,
,,,8877.84113, -20.58970,
,,,9001.14448, -19.78970,
,,,9124.44783, -20.18970,
,,,9247.75118, -26.58970,
,,,9371.05453, -47.38970,
,,,9494.35788, -47.38970,
,,,9617.66123, -48.18970,
,,,9740.96458, -54.58970,
,,,9864.26793, -52.98970,
,,,9987.57128, -52.98970,
,,,10110.87463, -52.98970,
,,,10234.17798, -64.58970,
,,,10357.48133, -49.38970,
,,,10480.78468, -48.98970,
,,,10604.08803, -45.78970,
,,,10727.39138, -32.18970,
,,,10850.69473, -22.58970,
,,,10973.99808, -21.78970,
,,,11097.30143, -21.78970,
,,,11220.60478, -26.18970,
,,,11343.90813, -42.98970,
,,,11467.21148, -47.38970,
,,,11590.51483, -46.18970,
,,,11713.81818, -50.98970,
,,,11837.12153, -53.38970,
,,,11960.42488, -51.38970,
,,,12083.72823, -49.78970,
,,,12207.03158, -56.18970,
,,,12330.33493, -51.38970,
,,,12453.63828, -49.38970,
,,,12576.94163, -46.58970,
,,,12700.24498, -38.18970,
,,,12823.54833, -24.98970,
,,,12946.85168, -22.98970,
,,,13070.15503, -22.98970,
,,,13193.45838, -25.78970,
,,,13316.76173, -39.38970,
,,,13440.06508, -48.98970,
,,,13563.36843, -46.18970,
,,,13686.67178, -49.78970,
,,,13809.97513, -53.38970,
,,,13933.27848, -50.98970,
,,,14056.58183, -49.78970,
,,,14179.88518, -53.38970,
,,,14303.18853, -50.58970,
,,,14426.49188, -47.78970,
,,,14549.79523, -48.18970,
,,,14673.09858, -46.58970,
,,,14796.40193, -27.78970,
,,,14919.70528, -24.58970,
,,,15043.00863, -24.18970,
,,,15166.31198, -25.78970,
,,,15289.61533, -35.78970,
,,,15412.91868, -48.58970,
,,,15536.22203, -46.58970,
,,,15659.52538, -47.78970,
,,,15782.82873, -54.98970,
,,,15906.13208, -51.78970,
,,,16029.43543, -51.78970,
,,,16152.73878, -51.78970,
,,,16276.04213, -54.98970,
,,,16399.34548, -47.38970,
,,,16522.64883, -47.38970,
,,,16645.95218, -50.18970,
,,,16769.25553, -30.98970,
,,,16892.55888, -25.78970,
,,,17015.86223, -25.38970,
,,,17139.16558, -26.18970,
,,,17262.46893, -33.38970,
,,,17385.77228, -48.18970,
,,,17509.07563, -47.38970,
,,,17632.37898, -48.18970,
,,,17755.68233, -56.18970,
,,,17878.98568, -51.38970,
,,,18002.28903, -52.18970,
,,,18125.59238, -51.38970,
,,,18248.89573, -54.58970,
,,,18372.19908, -47.78970,
,,,18495.50243, -47.78970,
,,,18618.80578, -46.58970,
,,,18742.10913, -34.98970,
,,,18865.41248, -26.98970,
,,,18988.71583, -26.18970,
,,,19112.01918, -26.58970,
,,,19235.32253, -31.78970,
,,,19358.62588, -44.58970,
,,,19481.92923, -45.78970,
,,,19605.23258, -47.38970,
,,,19728.53593, -53.38970,
,,,19851.83928, -50.18970,
,,,19975.14263, -49.38970,
,,,20098.44598, -50.98970,
,,,20221.74933, -57.78970,
,,,20345.05268, -49.38970,
,,,20468.35603, -49.38970,
,,,20591.65938, -47.78970,
,,,20714.96273, -40.18970,
,,,20838.26608, -28.58970,
,,,20961.56943, -26.98970,
,,,21084.87278, -27.38970,
,,,21208.17613, -30.98970,
,,,21331.47948, -44.98970,
,,,21454.78283, -51.38970,
,,,21578.08618, -48.58970,
,,,21701.38953, -52.98970,
,,,21824.69288, -53.38970,
,,,21947.99623, -51.38970,
,,,22071.29958, -50.98970,
,,,22194.60293, -55.38970,
,,,22317.90628, -50.58970,
,,,22441.20963, -48.98970,
,,,22564.51298, -47.38970,
,,,22687.81633, -46.18970,
,,,22811.11968, -30.98970,
,,,22934.42303, -28.18970,
,,,23057.72638, -28.18970,
,,,23181.02973, -30.18970,
,,,23304.33308, -40.58970,
,,,23427.63643, -50.58970,
,,,23550.93978, -47.38970,
,,,23674.24313, -50.58970,
,,,23797.54648, -53.38970,
,,,23920.84983, -50.18970,
,,,24044.15318, -50.18970,
,,,24167.45653, -52.98970,
,,,24290.75988, -53.38970,
,,,24414.06323, -50.58970,
,,,24537.36658, -49.78970,
,,,24660.66993, -51.78970,
,,,24783.97328, -33.38970,
,,,24907.27663, -28.98970,
,,,25030.57998, -28.58970,
,,,25153.88333, -29.78970,
,,,25277.18668, -38.18970,
,,,25400.49003, -47.38970,
,,,25523.79338, -47.38970,
,,,25647.09673, -49.38970,
,,,25770.40008, -60.58970,
,,,25893.70343, -50.18970,
,,,26017.00678, -50.98970,
,,,26140.31013, -49.78970,
,,,26263.61348, -57.78970,
,,,26386.91683, -48.58970,
,,,26510.22018, -48.18970,
,,,26633.52353, -49.78970,
,,,26756.82688, -36.98970,
,,,26880.13023, -29.78970,
,,,27003.43358, -29.38970,
,,,27126.73693, -29.78970,
,,,27250.04028, -35.78970,
,,,27373.34363, -48.18970,
,,,27496.64698, -47.38970,
,,,27619.95033, -49.38970,
,,,27743.25368, -57.38970,
,,,27866.55703, -51.38970,
,,,27989.86038, -49.78970,
